nodeName	altName	nodeAttr.nodesPresent...
RORB	RORB	NA
RPL11	RPL11	NA
SEMA4D	SEMA4D	NA
DHFR	DHFR	NA
DHFR2	DHFR2	NA
SCRT2	SCRT2	NA
HPCAL1	HPCAL1	NA
ZBTB10	ZBTB10	NA
NRG2	NRG2	NA
PPP1R1A	PPP1R1A	NA
HPGDS	HPGDS	NA
KCNQ4	KCNQ4	NA
PIGA	PIGA	NA
GSTM4	GSTM4	NA
TJAP1	TJAP1	NA
DHCR24	DHCR24	NA
WIPF1	WIPF1	NA
LRRC3B	LRRC3B	NA
TMEM243	TMEM243	NA
BUB1	BUB1	NA
TNFRSF1A	TNFRSF1A	NA
PKIB	PKIB	NA
MLIP	MLIP	NA
UFL1	UFL1	NA
SNX33	SNX33	NA
PLXNA3	PLXNA3	NA
MANF	MANF	NA
KCNK3	KCNK3	NA
KCNT1	KCNT1	NA
ATR	ATR	NA
KCTD15	KCTD15	NA
SHC3	SHC3	NA
PIGY	PIGY	NA
ASXL3	ASXL3	NA
TOX2	TOX2	NA
MEX3B	MEX3B	NA
MYLK	MYLK	NA
USP29	USP29	NA
SAYSD1	SAYSD1	NA
CSPG4	CSPG4	NA
P4HA2	P4HA2	NA
FRAS1	FRAS1	NA
COPG2	COPG2	NA
ZNF436	ZNF436	NA
BCAM	BCAM	NA
MERTK	MERTK	NA
OPRD1	OPRD1	NA
PHF13	PHF13	NA
GPR83	GPR83	NA
PEAK1	PEAK1	NA
EFCAB6	EFCAB6	NA
HMGCR	HMGCR	NA
LONRF3	LONRF3	NA
WDR25	WDR25	NA
BRWD3	BRWD3	NA
TBR1	TBR1	NA
OLFML1	OLFML1	NA
RPL22L1	RPL22L1	NA
CFAP54	CFAP54	NA
MAD2L2	MAD2L2	NA
RPL38	RPL38	NA
KCNA1	KCNA1	NA
TMEM132D	TMEM132D	NA
BTBD11	BTBD11	NA
KHDRBS2	KHDRBS2	NA
CORO2A	CORO2A	NA
PPP1R26	PPP1R26	NA
EFNA2	EFNA2	NA
PCDH7	PCDH7	NA
PLCE1	PLCE1	NA
TMEM108	TMEM108	NA
C15orf39	C15orf39	NA
PPAN-P2RY11	PPAN-P2RY11	NA
PPAN	PPAN	NA
SLC30A7	SLC30A7	NA
BMP1	BMP1	NA
ABHD14A-ACY1	ABHD14A-ACY1	NA
ACY1	ACY1	NA
GPC6	GPC6	NA
RARA	RARA	NA
RFTN1	RFTN1	NA
LRFN2	LRFN2	NA
SLC25A10	SLC25A10	NA
HRASLS	HRASLS	NA
KIAA1958	KIAA1958	NA
XBP1	XBP1	NA
ADGRA1	ADGRA1	NA
KCNN3	KCNN3	NA
HGH1	HGH1	NA
GALNTL6	GALNTL6	NA
HOMER1	HOMER1	NA
ZNF583	ZNF583	NA
C11orf96	C11orf96	NA
ADAMTS3	ADAMTS3	NA
GPR161	GPR161	NA
WNT5A	WNT5A	NA
COPS9	COPS9	NA
THRB	THRB	NA
CRHBP	CRHBP	NA
KCNG2	KCNG2	NA
CASP3	CASP3	NA
ZNF189	ZNF189	NA
STMN1	STMN1	NA
RIDA	RIDA	NA
RORA	RORA	NA
CYP51A1	CYP51A1	NA
MAP3K9	MAP3K9	NA
MOSPD3	MOSPD3	NA
FANCM	FANCM	NA
TMEM256-PLSCR3	TMEM256-PLSCR3	NA
TMEM256	TMEM256	NA
NPAS2	NPAS2	NA
ARHGEF10	ARHGEF10	NA
ADARB2	ADARB2	NA
TOB1	TOB1	NA
EHD4	EHD4	NA
EMID1	EMID1	NA
INPPL1	INPPL1	NA
DUSP4	DUSP4	NA
STXBP5L	STXBP5L	NA
ITGA7	ITGA7	NA
GMDS	GMDS	NA
MKX	MKX	NA
TCEAL5	TCEAL5	NA
TCEAL3	TCEAL3	NA
FAU	FAU	NA
MAN1C1	MAN1C1	NA
DSE	DSE	NA
MTHFS	MTHFS	NA
ST20-MTHFS	ST20-MTHFS	NA
MED30	MED30	NA
RFLNB	RFLNB	NA
GMIP	GMIP	NA
PARP4	PARP4	NA
COL4A2	COL4A2	NA
CHST8	CHST8	NA
IER5	IER5	NA
MYT1	MYT1	NA
GJC3	GJC3	NA
ENTPD3	ENTPD3	NA
TBC1D4	TBC1D4	NA
ADIPOR2	ADIPOR2	NA
CRYAB	CRYAB	NA
HLA-DMA	HLA-DMA	NA
WDR55	WDR55	NA
AHCY	AHCY	NA
ARNTL2	ARNTL2	NA
CRYM	CRYM	NA
TSC22D4	TSC22D4	NA
RFFL	RFFL	NA
FAM161A	FAM161A	NA
NDUFB4	NDUFB4	NA
HIPK1	HIPK1	NA
CCND3	CCND3	NA
PLEKHG3	PLEKHG3	NA
FZD4	FZD4	NA
APAF1	APAF1	NA
ARX	ARX	NA
RIMKLA	RIMKLA	NA
TNR	TNR	NA
NKAIN2	NKAIN2	NA
SETDB2	SETDB2	NA
FAM86B2	FAM86B2	NA
FAM86C1	FAM86C1	NA
FAM86B1	FAM86B1	NA
EEF2KMT	EEF2KMT	NA
ARHGAP19-SLIT1	ARHGAP19-SLIT1	NA
ARHGAP19	ARHGAP19	NA
CXorf40A	CXorf40A	NA
CXorf40B	CXorf40B	NA
SHB	SHB	NA
SPACA6	SPACA6	NA
ICK	ICK	NA
CCDC134	CCDC134	NA
RPGRIP1L	RPGRIP1L	NA
THPO	THPO	NA
RPL41	RPL41	NA
TSPAN15	TSPAN15	NA
DOK5	DOK5	NA
RPL37	RPL37	NA
PDE9A	PDE9A	NA
MSRA	MSRA	NA
PIGN	PIGN	NA
FAM163B	FAM163B	NA
ABCB9	ABCB9	NA
PHACTR4	PHACTR4	NA
MRPL23	MRPL23	NA
PTPRB	PTPRB	NA
SOCS2	SOCS2	NA
TBC1D8	TBC1D8	NA
IGSF21	IGSF21	NA
SOX8	SOX8	NA
NOP9	NOP9	NA
MAST4	MAST4	NA
TIMP2	TIMP2	NA
PROB1	PROB1	NA
KLHL11	KLHL11	NA
RIMS4	RIMS4	NA
CD34	CD34	NA
TBC1D8B	TBC1D8B	NA
DPF3	DPF3	NA
DENND3	DENND3	NA
SIAH3	SIAH3	NA
VAV2	VAV2	NA
KIAA1324L	KIAA1324L	NA
LRRC10B	LRRC10B	NA
LURAP1L	LURAP1L	NA
PDCD5	PDCD5	NA
VASH1	VASH1	NA
RPL37A	RPL37A	NA
PBRM1	PBRM1	NA
THSD4	THSD4	NA
MRPL22	MRPL22	NA
PLEKHB1	PLEKHB1	NA
CBX4	CBX4	NA
PNPLA2	PNPLA2	NA
SELPLG	SELPLG	NA
GABRG1	GABRG1	NA
ZDHHC23	ZDHHC23	NA
REM2	REM2	NA
FNBP1L	FNBP1L	NA
KIAA0355	KIAA0355	NA
GREM2	GREM2	NA
SNAPC4	SNAPC4	NA
TFRC	TFRC	NA
SLC14A1	SLC14A1	NA
RELN	RELN	NA
KIF26B	KIF26B	NA
GRIK4	GRIK4	NA
CLIC1	CLIC1	NA
ALDH1A1	ALDH1A1	NA
RTKN	RTKN	NA
CSMD1	CSMD1	NA
S1PR3	S1PR3	NA
HTT	HTT	NA
MAVS	MAVS	NA
CCBE1	CCBE1	NA
CDH12	CDH12	NA
RTL8A	RTL8A	NA
RTL8B	RTL8B	NA
KLHL25	KLHL25	NA
DNAJC12	DNAJC12	NA
PLXNC1	PLXNC1	NA
TBC1D7	TBC1D7	NA
NDUFB9	NDUFB9	NA
EDNRB	EDNRB	NA
SHC1	SHC1	NA
C2CD3	C2CD3	NA
PGGT1B	PGGT1B	NA
GABRD	GABRD	NA
PRODH	PRODH	NA
KIRREL3	KIRREL3	NA
METAP1D	METAP1D	NA
NAGLU	NAGLU	NA
LDB2	LDB2	NA
DACT2	DACT2	NA
MPZL1	MPZL1	NA
LYST	LYST	NA
BORCS6	BORCS6	NA
PLAT	PLAT	NA
FBL	FBL	NA
H2AFZ	H2AFZ	NA
INPP4B	INPP4B	NA
CACNG4	CACNG4	NA
CRYBG3	CRYBG3	NA
NKD1	NKD1	NA
SLC29A3	SLC29A3	NA
PIM3	PIM3	NA
HINT3	HINT3	NA
EDA	EDA	NA
TRAF3	TRAF3	NA
PPP1R18	PPP1R18	NA
KCTD9	KCTD9	NA
PLA2G16	PLA2G16	NA
TRIM62	TRIM62	NA
CEACAM4	CEACAM4	NA
CEACAM21	CEACAM21	NA
HAUS1	HAUS1	NA
ALDH5A1	ALDH5A1	NA
MYL6B	MYL6B	NA
PAPSS2	PAPSS2	NA
PRSS12	PRSS12	NA
PKP2	PKP2	NA
CD33	CD33	NA
SIAH2	SIAH2	NA
USP6NL	USP6NL	NA
TENM4	TENM4	NA
CAVIN1	CAVIN1	NA
ATXN7L2	ATXN7L2	NA
LAMC1	LAMC1	NA
NHLRC2	NHLRC2	NA
DGKH	DGKH	NA
PTGFRN	PTGFRN	NA
DUSP26	DUSP26	NA
NET1	NET1	NA
CDK18	CDK18	NA
CDON	CDON	NA
TRPM3	TRPM3	NA
MRS2	MRS2	NA
SH3GL3	SH3GL3	NA
SLC32A1	SLC32A1	NA
ASAH2	ASAH2	NA
NHLRC3	NHLRC3	NA
MSMO1	MSMO1	NA
SH3PXD2B	SH3PXD2B	NA
TBC1D16	TBC1D16	NA
DDR2	DDR2	NA
PCSK6	PCSK6	NA
DOCK6	DOCK6	NA
GRB10	GRB10	NA
SWT1	SWT1	NA
STXBP2	STXBP2	NA
UBP1	UBP1	NA
RUNX2	RUNX2	NA
SYTL2	SYTL2	NA
PARM1	PARM1	NA
FZD6	FZD6	NA
JMJD6	JMJD6	NA
SUSD1	SUSD1	NA
TCEAL6	TCEAL6	NA
NOTCH1	NOTCH1	NA
NOS1	NOS1	NA
NOL3	NOL3	NA
MRPL52	MRPL52	NA
GAB1	GAB1	NA
LSM11	LSM11	NA
QPCT	QPCT	NA
TGFBR3	TGFBR3	NA
NDUFC1	NDUFC1	NA
SIK2	SIK2	NA
ZHX3	ZHX3	NA
RAB3B	RAB3B	NA
CA2	CA2	NA
ZFP36L2	ZFP36L2	NA
SAV1	SAV1	NA
FAM172A	FAM172A	NA
SLIT3	SLIT3	NA
GPR37	GPR37	NA
INPP5D	INPP5D	NA
MCC	MCC	NA
NPHP3	NPHP3	NA
NPHP3-ACAD11	NPHP3-ACAD11	NA
FMN1	FMN1	NA
SNX29	SNX29	NA
COLGALT2	COLGALT2	NA
HSPB8	HSPB8	NA
ITGA1	ITGA1	NA
KANK2	KANK2	NA
AKAP13	AKAP13	NA
ITM2A	ITM2A	NA
PTGS1	PTGS1	NA
TMEM258	TMEM258	NA
MIF4GD	MIF4GD	NA
NOP10	NOP10	NA
SATB1	SATB1	NA
MVB12A	MVB12A	NA
HSP90B1	HSP90B1	NA
DAB2	DAB2	NA
ZBTB46	ZBTB46	NA
TM6SF1	TM6SF1	NA
FRZB	FRZB	NA
AK4	AK4	NA
COL19A1	COL19A1	NA
DNAJC19	DNAJC19	NA
PHLDB1	PHLDB1	NA
EPHA6	EPHA6	NA
LSM7	LSM7	NA
PDE7B	PDE7B	NA
FTH1	FTH1	NA
ACSL5	ACSL5	NA
TMEM98	TMEM98	NA
CCSER1	CCSER1	NA
SNRPE	SNRPE	NA
KIF13B	KIF13B	NA
LHX6	LHX6	NA
GLS2	GLS2	NA
SLC16A1	SLC16A1	NA
DPP8	DPP8	NA
LYN	LYN	NA
ZCCHC7	ZCCHC7	NA
WWP1	WWP1	NA
CDKN2AIP	CDKN2AIP	NA
OLFM3	OLFM3	NA
HMGCS1	HMGCS1	NA
TLE2	TLE2	NA
ERRFI1	ERRFI1	NA
PCDH15	PCDH15	NA
CYP7B1	CYP7B1	NA
PITPNM3	PITPNM3	NA
PPFIBP2	PPFIBP2	NA
LPCAT2	LPCAT2	NA
DPY19L1	DPY19L1	NA
RPS18	RPS18	NA
C3orf58	C3orf58	NA
SGK3	SGK3	NA
CMC4	CMC4	NA
MCM6	MCM6	NA
CEP152	CEP152	NA
AQP4	AQP4	NA
MAST1	MAST1	NA
RMND1	RMND1	NA
ZNF768	ZNF768	NA
ANXA11	ANXA11	NA
PDGFRB	PDGFRB	NA
LRRC8C	LRRC8C	NA
LRRK2	LRRK2	NA
FAXC	FAXC	NA
LBR	LBR	NA
BCL7C	BCL7C	NA
S100A13	S100A13	NA
IGSF3	IGSF3	NA
CDKL4	CDKL4	NA
GARNL3	GARNL3	NA
MZT2A	MZT2A	NA
MZT2B	MZT2B	NA
OSBPL10	OSBPL10	NA
P3H1	P3H1	NA
SMIM10L2A	SMIM10L2A	NA
SMIM10	SMIM10	NA
SMIM10L2B	SMIM10L2B	NA
MANBA	MANBA	NA
KHK	KHK	NA
TMEM164	TMEM164	NA
ARPP19	ARPP19	NA
MOSPD1	MOSPD1	NA
ITGA8	ITGA8	NA
FLNA	FLNA	NA
CEMIP2	CEMIP2	NA
ITGAM	ITGAM	NA
HPS3	HPS3	NA
ITPK1	ITPK1	NA
PATJ	PATJ	NA
SLC43A2	SLC43A2	NA
SDC4	SDC4	NA
AFF1	AFF1	NA
ZKSCAN8	ZKSCAN8	NA
RPL18A	RPL18A	NA
BRI3	BRI3	NA
TMEM123	TMEM123	NA
KBTBD3	KBTBD3	NA
PTPN14	PTPN14	NA
RPLP1	RPLP1	NA
SPINT2	SPINT2	NA
GPX4	GPX4	NA
C1orf53	C1orf53	NA
NEUROD2	NEUROD2	NA
SMAD7	SMAD7	NA
ZNF367	ZNF367	NA
ZNF579	ZNF579	NA
UQCRB	UQCRB	NA
RPL17	RPL17	NA
SLC1A1	SLC1A1	NA
CAMK2N1	CAMK2N1	NA
CENPP	CENPP	NA
PSME2	PSME2	NA
ATP8A1	ATP8A1	NA
COX7C	COX7C	NA
FAT3	FAT3	NA
VAT1	VAT1	NA
MPPE1	MPPE1	NA
FAM19A1	FAM19A1	NA
MATN4	MATN4	NA
ERF	ERF	NA
CDH22	CDH22	NA
GRIK3	GRIK3	NA
CACNB4	CACNB4	NA
DYRK1B	DYRK1B	NA
MAP4K4	MAP4K4	NA
DST	DST	NA
RPS16	RPS16	NA
SLC26A4	SLC26A4	NA
SLC12A2	SLC12A2	NA
CCND2	CCND2	NA
TXNDC17	TXNDC17	NA
ITPR2	ITPR2	NA
FAM107B	FAM107B	NA
LZTS1	LZTS1	NA
RCN1	RCN1	NA
SKAP2	SKAP2	NA
UQCR11	UQCR11	NA
SBNO2	SBNO2	NA
HPS4	HPS4	NA
KCNF1	KCNF1	NA
OLFML3	OLFML3	NA
NKAIN1	NKAIN1	NA
FLNB	FLNB	NA
KNDC1	KNDC1	NA
NXN	NXN	NA
MAN1A1	MAN1A1	NA
RB1	RB1	NA
INTU	INTU	NA
THSD7B	THSD7B	NA
BEND4	BEND4	NA
AFAP1L2	AFAP1L2	NA
SALL1	SALL1	NA
CLIC4	CLIC4	NA
ESRRG	ESRRG	NA
CD9	CD9	NA
FARP2	FARP2	NA
KLHL13	KLHL13	NA
VCL	VCL	NA
ZNF335	ZNF335	NA
NDRG1	NDRG1	NA
FEZF2	FEZF2	NA
HOMER3	HOMER3	NA
ETV1	ETV1	NA
ADRA1D	ADRA1D	NA
VSIG2	VSIG2	NA
MTFR1	MTFR1	NA
SPARC	SPARC	NA
GOLM1	GOLM1	NA
ARHGAP29	ARHGAP29	NA
CSF1	CSF1	NA
EPB41L5	EPB41L5	NA
NSDHL	NSDHL	NA
MAPK11	MAPK11	NA
VCAN	VCAN	NA
PELI3	PELI3	NA
CYP2J2	CYP2J2	NA
VPS13B	VPS13B	NA
FAM214A	FAM214A	NA
ECI1	ECI1	NA
CTSZ	CTSZ	NA
ZMAT4	ZMAT4	NA
TACO1	TACO1	NA
MTLN	MTLN	NA
CHCHD10	CHCHD10	NA
UBXN8	UBXN8	NA
MOV10	MOV10	NA
CD151	CD151	NA
FGF9	FGF9	NA
ATP11A	ATP11A	NA
ANKRD52	ANKRD52	NA
PDE8A	PDE8A	NA
CCND1	CCND1	NA
KEAP1	KEAP1	NA
STOM	STOM	NA
TTYH1	TTYH1	NA
DOCK11	DOCK11	NA
RGS10	RGS10	NA
FGF11	FGF11	NA
SMARCD2	SMARCD2	NA
INPP5J	INPP5J	NA
SERAC1	SERAC1	NA
CLCN5	CLCN5	NA
MALT1	MALT1	NA
MIF	MIF	NA
ZBTB20	ZBTB20	NA
TENM1	TENM1	NA
ESCO1	ESCO1	NA
SLC2A6	SLC2A6	NA
ALG14	ALG14	NA
RAPGEF3	RAPGEF3	NA
ACOT6	ACOT6	NA
WNT7B	WNT7B	NA
IL16	IL16	NA
RERG	RERG	NA
NDUFA3	NDUFA3	NA
KCNIP1	KCNIP1	NA
BLVRA	BLVRA	NA
NKTR	NKTR	NA
ADRA1A	ADRA1A	NA
TBCA	TBCA	NA
MYO1E	MYO1E	NA
TUBGCP4	TUBGCP4	NA
FADS6	FADS6	NA
ORAI2	ORAI2	NA
STRIP2	STRIP2	NA
PTPN13	PTPN13	NA
SNRPD2	SNRPD2	NA
BOLA2B	BOLA2B	NA
BOLA2	BOLA2	NA
ITGA4	ITGA4	NA
CHRD	CHRD	NA
GALNT13	GALNT13	NA
USF3	USF3	NA
STXBP6	STXBP6	NA
LZTS2	LZTS2	NA
MCM7	MCM7	NA
FAM173B	FAM173B	NA
MSN	MSN	NA
RIN2	RIN2	NA
N4BP2	N4BP2	NA
CACNA1H	CACNA1H	NA
KIAA1217	KIAA1217	NA
SEMA3C	SEMA3C	NA
LIN7A	LIN7A	NA
RADIL	RADIL	NA
RBM15	RBM15	NA
PRAF2	PRAF2	NA
MT-ND2	MT-ND2	NA
PRKD3	PRKD3	NA
SLC4A2	SLC4A2	NA
SMOX	SMOX	NA
STARD5	STARD5	NA
SLIT2	SLIT2	NA
SLC16A4	SLC16A4	NA
SORBS3	SORBS3	NA
DIO2	DIO2	NA
ELAVL4	ELAVL4	NA
GAS7	GAS7	NA
GAP43	GAP43	NA
SYNDIG1	SYNDIG1	NA
ZBTB34	ZBTB34	NA
CHD7	CHD7	NA
KIAA1109	KIAA1109	NA
MRPL27	MRPL27	NA
TYW1	TYW1	NA
TYW1B	TYW1B	NA
CHFR	CHFR	NA
PRMT6	PRMT6	NA
MSRB1	MSRB1	NA
BLOC1S5	BLOC1S5	NA
BLOC1S5-TXNDC5	BLOC1S5-TXNDC5	NA
YPEL2	YPEL2	NA
CALR	CALR	NA
KLF6	KLF6	NA
HECW2	HECW2	NA
SLC9A9	SLC9A9	NA
FAT1	FAT1	NA
ITIH5	ITIH5	NA
B3GALT5	B3GALT5	NA
NDUFA1	NDUFA1	NA
DLGAP2	DLGAP2	NA
TMEM191C	TMEM191C	NA
TMEM191B	TMEM191B	NA
ZNF460	ZNF460	NA
IQGAP2	IQGAP2	NA
NLGN1	NLGN1	NA
RPL27	RPL27	NA
EBP	EBP	NA
SPG11	SPG11	NA
EPHA7	EPHA7	NA
NSUN7	NSUN7	NA
SPEF2	SPEF2	NA
TTC9B	TTC9B	NA
NUDT11	NUDT11	NA
ADAMTS10	ADAMTS10	NA
RPL28	RPL28	NA
STX1A	STX1A	NA
NRP1	NRP1	NA
ARRDC3	ARRDC3	NA
CTXND1	CTXND1	NA
DPYSL3	DPYSL3	NA
TMOD1	TMOD1	NA
CERS2	CERS2	NA
BABAM2	BABAM2	NA
CYP2D6	CYP2D6	NA
CYP2D7	CYP2D7	NA
SLC9A3R2	SLC9A3R2	NA
PLEKHA7	PLEKHA7	NA
TUBB2B	TUBB2B	NA
TRPC5	TRPC5	NA
LZIC	LZIC	NA
LCORL	LCORL	NA
FAM124A	FAM124A	NA
OSBPL3	OSBPL3	NA
SPAG6	SPAG6	NA
WDR41	WDR41	NA
CUX1	CUX1	NA
MAP3K1	MAP3K1	NA
KLF7	KLF7	NA
SLC35F1	SLC35F1	NA
BCL2	BCL2	NA
TP53INP2	TP53INP2	NA
DISP3	DISP3	NA
NDUFA2	NDUFA2	NA
C4orf50	C4orf50	NA
CST3	CST3	NA
SEC61G	SEC61G	NA
PTPRF	PTPRF	NA
NCOR2	NCOR2	NA
KSR1	KSR1	NA
ID4	ID4	NA
PPP2R1B	PPP2R1B	NA
PPARD	PPARD	NA
FAM149A	FAM149A	NA
TCEAL9	TCEAL9	NA
TCTN1	TCTN1	NA
EVC	EVC	NA
RPS6	RPS6	NA
GDF10	GDF10	NA
MTHFD1L	MTHFD1L	NA
ARHGAP26	ARHGAP26	NA
CXCL12	CXCL12	NA
GLB1L	GLB1L	NA
CCDC74B	CCDC74B	NA
CCDC74A	CCDC74A	NA
DRAP1	DRAP1	NA
ERICH3	ERICH3	NA
SOS1	SOS1	NA
BDNF	BDNF	NA
NDE1	NDE1	NA
ADGRA2	ADGRA2	NA
LDLRAD3	LDLRAD3	NA
LLPH	LLPH	NA
MT-ND1	MT-ND1	NA
ELOVL6	ELOVL6	NA
BUD13	BUD13	NA
FAM241B	FAM241B	NA
ADCY1	ADCY1	NA
DBX2	DBX2	NA
RPL14	RPL14	NA
DGKQ	DGKQ	NA
RXRA	RXRA	NA
MAN2B2	MAN2B2	NA
NSMCE1	NSMCE1	NA
FUT9	FUT9	NA
MACROD2	MACROD2	NA
DNAAF5	DNAAF5	NA
NECTIN1	NECTIN1	NA
PDCD2L	PDCD2L	NA
SYT4	SYT4	NA
BHLHE22	BHLHE22	NA
HLF	HLF	NA
KIT	KIT	NA
PDIA4	PDIA4	NA
JADE2	JADE2	NA
KCNK1	KCNK1	NA
HMGN3	HMGN3	NA
HACD1	HACD1	NA
RAB26	RAB26	NA
TVP23A	TVP23A	NA
GAD2	GAD2	NA
CRTAC1	CRTAC1	NA
SLC35B2	SLC35B2	NA
HSPH1	HSPH1	NA
GAB2	GAB2	NA
GPX1	GPX1	NA
RAP1A	RAP1A	NA
NDUFS6	NDUFS6	NA
MRPS21	MRPS21	NA
SLC22A5	SLC22A5	NA
SMYD3	SMYD3	NA
TRIQK	TRIQK	NA
CELF6	CELF6	NA
OCLN	OCLN	NA
AUTS2	AUTS2	NA
MT-ND4	MT-ND4	NA
CCDC148	CCDC148	NA
CNTN2	CNTN2	NA
UTRN	UTRN	NA
NPEPL1	NPEPL1	NA
ZNF286A	ZNF286A	NA
ZNF286B	ZNF286B	NA
SCNM1	SCNM1	NA
MAGI3	MAGI3	NA
MRPL21	MRPL21	NA
PIK3C2B	PIK3C2B	NA
RNF182	RNF182	NA
NATD1	NATD1	NA
EMP2	EMP2	NA
OSBPL5	OSBPL5	NA
GABRB2	GABRB2	NA
ASAP1	ASAP1	NA
GRIN3A	GRIN3A	NA
CDK2AP1	CDK2AP1	NA
SEC11C	SEC11C	NA
USP35	USP35	NA
SPOCK3	SPOCK3	NA
STAT2	STAT2	NA
MAP3K5	MAP3K5	NA
ABCA1	ABCA1	NA
RNPEPL1	RNPEPL1	NA
SF3B5	SF3B5	NA
ZNF830	ZNF830	NA
NRBP2	NRBP2	NA
NCAN	NCAN	NA
SNRPD1	SNRPD1	NA
C11orf24	C11orf24	NA
KCNJ6	KCNJ6	NA
TTC28	TTC28	NA
NASP	NASP	NA
RIF1	RIF1	NA
NTNG2	NTNG2	NA
PRRG3	PRRG3	NA
SETD6	SETD6	NA
NGEF	NGEF	NA
TUNAR	TUNAR	NA
NIPSNAP3A	NIPSNAP3A	NA
NIPSNAP3B	NIPSNAP3B	NA
AMER1	AMER1	NA
SIPA1L3	SIPA1L3	NA
PLA2G6	PLA2G6	NA
DHCR7	DHCR7	NA
TCEAL8	TCEAL8	NA
SH3GL1	SH3GL1	NA
GPATCH2	GPATCH2	NA
LRP1B	LRP1B	NA
RYR3	RYR3	NA
PLCB1	PLCB1	NA
CNTRL	CNTRL	NA
SPTBN2	SPTBN2	NA
ATP5MF	ATP5MF	NA
ITGBL1	ITGBL1	NA
RGS4	RGS4	NA
HDAC8	HDAC8	NA
PHF1	PHF1	NA
TET2	TET2	NA
HTRA2	HTRA2	NA
PKNOX2	PKNOX2	NA
ZSWIM7	ZSWIM7	NA
ABRACL	ABRACL	NA
SERPINI1	SERPINI1	NA
ASIC2	ASIC2	NA
CSRP1	CSRP1	NA
JAM3	JAM3	NA
PACS2	PACS2	NA
CBX7	CBX7	NA
CEP295	CEP295	NA
ZNF142	ZNF142	NA
ETS1	ETS1	NA
HEATR5A	HEATR5A	NA
AKAP2	AKAP2	NA
PALM2-AKAP2	PALM2-AKAP2	NA
FNIP2	FNIP2	NA
KCTD5	KCTD5	NA
LMNA	LMNA	NA
CBWD6	CBWD6	NA
CBWD3	CBWD3	NA
CBWD5	CBWD5	NA
TESC	TESC	NA
HRK	HRK	NA
BCHE	BCHE	NA
ISCU	ISCU	NA
ASTN2	ASTN2	NA
GRM3	GRM3	NA
IGHMBP2	IGHMBP2	NA
ST18	ST18	NA
DAAM2	DAAM2	NA
SNTG1	SNTG1	NA
TRPC4	TRPC4	NA
GUF1	GUF1	NA
AACS	AACS	NA
TEN1-CDK3	TEN1-CDK3	NA
TEN1	TEN1	NA
HS6ST2	HS6ST2	NA
SEMA4G	SEMA4G	NA
NDUFB3	NDUFB3	NA
ZNHIT1	ZNHIT1	NA
CHD8	CHD8	NA
TSPAN9	TSPAN9	NA
MYO1C	MYO1C	NA
KIAA1328	KIAA1328	NA
FRMD4A	FRMD4A	NA
SORL1	SORL1	NA
LINS1	LINS1	NA
RPS10	RPS10	NA
SQLE	SQLE	NA
SUN2	SUN2	NA
COX5B	COX5B	NA
AP1G1	AP1G1	NA
MRPL47	MRPL47	NA
FAM234A	FAM234A	NA
VWA5A	VWA5A	NA
ELMO1	ELMO1	NA
FAM155A	FAM155A	NA
C6orf47	C6orf47	NA
ARAP1	ARAP1	NA
GPSM2	GPSM2	NA
TIMM22	TIMM22	NA
RND2	RND2	NA
P4HA1	P4HA1	NA
SLC44A5	SLC44A5	NA
SLX1A	SLX1A	NA
SLX1B	SLX1B	NA
PNCK	PNCK	NA
MAGOH	MAGOH	NA
GRM2	GRM2	NA
CDH13	CDH13	NA
CBSL	CBSL	NA
CBS	CBS	NA
CTNNBIP1	CTNNBIP1	NA
FN3K	FN3K	NA
PCSK5	PCSK5	NA
SMPDL3A	SMPDL3A	NA
PLPPR3	PLPPR3	NA
RPL32	RPL32	NA
PLEC	PLEC	NA
ADGRL1	ADGRL1	NA
HSPA2	HSPA2	NA
TRIB2	TRIB2	NA
SPTY2D1	SPTY2D1	NA
ENPP4	ENPP4	NA
CCDC28A	CCDC28A	NA
ABCC8	ABCC8	NA
ULK4	ULK4	NA
VPS13C	VPS13C	NA
RUNX1T1	RUNX1T1	NA
TNS3	TNS3	NA
NECAB2	NECAB2	NA
KLHDC1	KLHDC1	NA
BSN	BSN	NA
C19orf70	C19orf70	NA
PSMB5	PSMB5	NA
ZDHHC9	ZDHHC9	NA
DSCAML1	DSCAML1	NA
TTLL4	TTLL4	NA
SOX5	SOX5	NA
FIBCD1	FIBCD1	NA
OPRL1	OPRL1	NA
CCDC13	CCDC13	NA
UNC5A	UNC5A	NA
MPST	MPST	NA
XKR4	XKR4	NA
SYT12	SYT12	NA
KDM6B	KDM6B	NA
PDIA6	PDIA6	NA
STK40	STK40	NA
RPL18	RPL18	NA
ACOX3	ACOX3	NA
RGS3	RGS3	NA
IRS1	IRS1	NA
AMOTL1	AMOTL1	NA
RABL2A	RABL2A	NA
RABL2B	RABL2B	NA
TIMM23B	TIMM23B	NA
TIMM23	TIMM23	NA
ADGRG1	ADGRG1	NA
TMA7	TMA7	NA
SLCO1C1	SLCO1C1	NA
GRIP1	GRIP1	NA
PDE12	PDE12	NA
PTTG1	PTTG1	NA
PTTG2	PTTG2	NA
NPY2R	NPY2R	NA
RASSF2	RASSF2	NA
ECE2	ECE2	NA
EEF1AKMT4-ECE2	EEF1AKMT4-ECE2	NA
PLEKHG5	PLEKHG5	NA
DBNDD2	DBNDD2	NA
DNAJB11	DNAJB11	NA
PDE10A	PDE10A	NA
